id	isv	addition	partOfSpeech
6587	blågoslovjeńje		n.
6588	blågoslovny		adj.
21713	blågostańje		n.sg.
22146	blågotvorny		adj.
22214	Blågověšćeńje		n.sg.
22297	blågovolěti	(blågovoli)	v.intr. ipf.
22299	blågovoljny		adj.
35598	blågozvųčnosť		f.sg.
35599	blågozvučny		adj.
36893	blågoželańje		n.
6050	blågoželati	(+3)	v.intr. ipf.
620	blågy		adj.
24683	blåna		f.
36376	blåtna kųpělj		f.
14225	blåtna lavina		f.
24684	blåtny		adj.
3463	blåto		n.
312	blazn		m.anim.
24688	blazniti sę		v.refl. ipf.
24689	blaznovati		v.intr. ipf.
36998	blåženy		adj.
24690	blědněti		v.intr. ipf.
24692	blědosť		f.sg.
2453	blědy		adj.
24693	blejati		v.intr. ipf.
33405	blekdžek		m.sg.
24694	blen		m.
5073	blěsk		m.
2456	blěskati		v.intr. ipf.
5066	blěskavica		f.
24717	blěskavy		adj.
5869	blěsklivy		adj.
2035	blěsknųti		v.intr. pf.
24697	blěstěti		v.intr. ipf.
24698	blin		m.
3426	bliz		adv.
3746	blizko		adv.
4916	blizko	(+2)	prep.
3980	blizkosť		f.sg.
6603	Blizky Iztok		m.sg.
2455	Blizky Vȯzhod		m.sg.
3287	blizky		adj.
192	bliznec		m.anim.
7406	blizneci		m.pl.
24701	Blizneci		m.pl.
7404	bliznečky		f.pl.
7407	bliznečsky		adj.
6610	blizši		adj.comp.
6609	bliže		adv.
24702	bližiti sę		v.refl. ipf.
24703	bližnji, bližny		adj.
35437	bljudce		n.
24704	bljudo		n.
36473	bljudo		n.
24705	bljunųti		v.intr. pf.
2458	bljušč		m.
24707	bljuvati		v.intr. ipf.
36781	bljuvotina		f.
16778	blog		m.
37843	bloger		m.anim.
37630	blogerka		f.
37631	blogeŕsky		adj.
2460	blȯha		f.
2459	blok		m.
4953	blokada		f.
33085	blokflejta		f.
193	blokovati		v.tr. ipf.
17150	blondin		m.anim.
2457	blondinka		f.
6189	blųd		m.
2461	blųditi		v.intr. ipf.
24713	blųdny		adj.
24714	blųkati		v.intr. ipf.
37374	bluza, bluzka		f.
20850	boa		f.
701	bob		m.
24721	bobovy		adj.
2434	bobr		m.anim.
6620	bobŕja damba		f.
15253	bobŕji		adj.
36502	bobslej		m.
323	boćan		m.anim.
14454	bȯčka		f.
36179	bočny poględ		m.
3981	bočny		adj.
14452	bȯčva		f.
31753	bodati sę		v.refl. ipf.
24726	bodati		v.tr. ipf.
24727	bodėc		m.
24728	bodlivy		adj.
24730	bȯdnaŕ		m.anim.
36422	bodnųti sę	(bode)	v.refl. pf.
36421	bodnųti	(bode)	v.tr. pf.
20354	bodrosť		f.sg.
20355	bodry		adj.
2855	bog		m.anim.
14471	bogač		m.anim.
24736	bogatěti		v.intr. ipf.
6624	bogatosť		f.sg.
6628	bogatstvo		n.
6629	bogatši		adj.
212	bogaty		adj.
14473	bogatyr		m.anim.
17152	bogatyŕsko		adv.
17151	bogatyŕsky		adj.
4510	bogohuliti		v.intr. ipf.
4512	bogohuljeńje		n.sg.
4511	bogohuľnik		m.anim.
6636	bogohuľno		adv.
4513	bogohuľny		adj.
17153	bogohuľstvo		n.
17154	Bogojavjeńje		n.sg.
20357	bogomolka		f.
17156	Bogorodica		f.sg.
17157	bogoslovėc		m.anim.
17158	bogoslovje		n.sg.
17159	bogoslužba		f.
17160	bogoslužeńje		n.
16926	bogynja		f.
32037	bohanka		f.
35231	Bohemija		f.sg.
2464	boj		m.
20358	boj		m.
37484	boja		f.
2465	bojati sę	(boji)	v.refl. ipf.
6641	bojazlivo		adv.
6642	bojazlivy		adj.
4769	bojaznj		f.
6644	bojazno		adv.
6645	bojazny		adj.
24746	bojėc		m.anim.
2466	bojevati		v.intr. ipf.
6169	bojevnik		m.anim.
6651	bojevy		adj.
2324	bojka		f.
4954	bojkot		m.
2919	bojkotovati		v.tr. ipf.
35420	bojna glåvica		f.
24748	bojny		adj.
765	bok		m.
6657	bolěsno		adv.
6658	bolěsny		adj.
2011	bolěti	(bolěje)	v.intr. ipf.
36690	bolěti	(boli)	v.intr. ipf.
6661	bolězlivo		adv.
31784	bolězlivy		adj.
14475	bolěznj		f.
14028	bolěznjetvorny		adj.
23478	boliglåv		m.
22434	Bolivija		f.sg.
22435	bolivijsky		adj.
1132	bolj		m.
34901	bolje ili mėnje		adv.
16915	bolje		adv.
201	boljnica		f.
202	boljny		adj.
1824	boljšesť		f.
37895	boljševik		m.anim.
37632	boljševistsky		adj.
37894	boljševizm		m.
35660	boljši		adj.comp.
208	bomba		f.
2469	bombardovati		v.tr. ipf.
24758	bonbon		m.
22602	bor		m.sg.
24759	bor		m.
207	boŕba		f.sg.
23988	bordelj		m.
24763	Bordo		m.sg.
24764	bordovy		adj.
17165	borėc		m.anim.
17168	boriti sę		v.refl. ipf.
24766	borovik		m.
1852	bȯršč		m.sg.
24769	bȯrščevnik		m.
38030	Bosfor, Bospor		m.
1379	Bosnija i Hercegovina		f.sg.
35871	Bosnija		f.sg.
606	bosnijsky		adj.
20359	bosnjačsky		adj.
6170	Bosnjak		m.anim.
24772	bosonogy		adj.
31754	bosti sę	(bode)	v.refl. ipf.
24733	bosti	(bode)	v.tr. ipf.
2463	bosy		adj.
37877	bot		m.
23325	botaničny sad		m.
23324	botaničny		adj.
23323	botanik		m.anim.
23322	botanika		f.sg.
36488	Botsvana		f.sg.
1455	bȯz	(bza)	m.
36282	bȯzina		f.
26843	božja kråvka		f.
6262	božji		adj.
5295	božsky		adj.
17169	božstvo		n.
2479	bråda		f.
24782	brådač		m.anim.
24783	brådaty		adj.
5886	brådavica		f.
473	brådavička		f.
36028	brådobrivėc		m.anim.
24786	brahtati sę		v.refl. ipf.
36111	Brajlovo pismo		n.
24787	brak		m.
34778	brakonier		m.anim.
34777	brakonieŕstvo		n.sg.
2478	bråna		f.
24792	bråniti		v.tr. ipf.
23984	braslet		m.
7405	brat bliznec		m.anim.
1588	brat ili sestra		m.anim.
219	brat		m.anim.
24795	bratati sę		v.refl. ipf.
1877	brati	(bere)	v.tr. ipf.
23522	Bratislava		f.sg.
24799	bratja		m.pl.
6098	bratobijstvo		n.
24801	bratov		adj.
6681	bratska ljubȯv		f.sg.
6021	bratsky		adj.
1461	bratstvo		n.
37633	bravisimo		intj.
35655	bravo		intj.
221	bråzda		f.
24805	bråzditi		v.intr. ipf.
2473	Brazilija		f.sg.
4753	braziľsky		adj.
37465	bŕdo		n.
6081	Brěg Slonovoj Kosti		m.sg.
2474	brěg		m.
24808	brěgovy		adj.
24810	brěk		m.
24811	breknųti		v.intr. ipf.
16338	brěmę		n.
17170	brěmennosť		f.
17171	brěmenny		adj.
24815	brenčati		v.intr. ipf.
214	brend		m.
24818	brenknųti		v.intr. ipf.
17173	brěst		m.
24836	brėšljan		m.
37896	brevis		m.
218	brěza		f.
6697	brězėnj		m.
24824	brěžny		adj.
6699	bridko		adv.
2475	bridky		adj.
6698	bridky		adj.
21265	bridž		m.sg.
24826	briket		m.
6702	Britańske Děvičje Ostrovy		m.pl.
37746	Britańske ostrovy		m.pl.
2470	britańsky		adj.
34140	briti sę	(brije)	v.refl. ipf.
5283	briti	(brije)	v.tr. ipf.
2480	britva		f.
24828	brjuhaty		adj.
2477	brjuho		n.
36592	brjušny		adj.
1337	bŕlog		m.
24831	Brno		n.sg.
4772	brod		m.
24833	broditi		v.intr. ipf.
31789	broditi		v.intr. ipf.
17175	broj		m.
22626	brom		m.sg.
16797	brȯnja		f.
37508	brȯnjenosėc		m.
6706	bronza		f.
36153	bronzova doba		f.
6707	bronzovy		adj.
37047	broška		f.
35183	brošura		f.
2308	brȯv		f.
24837	brť		f.
24838	brtnik		m.anim.
37375	bruk		m.
17176	brukva		f.
37804	brunetka		f.
24842	brus		m.
36810	Bruselj		m.
24843	brusiti		v.tr. ipf.
6711	brusnica		f.
162	brutaľnosť		f.
2483	brutaľny		adj.
24845	bruto		adv.
24847	bŕvno		n.
24849	bryzgati		v.tr. ipf.
24850	bryzgnųti		v.tr. pf.
36783	brza pomoć		f.sg.
23651	brzina		f.
5584	brzo		adv.
5583	brzy		adj.
17177	buba		f.
1802	bųbėn	#	m.
33328	bųblina		f.
2484	bučati	(buče)	v.intr. ipf.
223	buda		f.
19665	Budapest		m.sg.
22979	bųde/bųdųt		v.aux. ipf.
20360	budiľnik		m.
23511	budist		m.anim.
22980	buditelj		m.anim.
34791	buditi sę		v.refl. ipf.
2485	buditi		v.tr. ipf.
23510	budizm		m.sg.
14481	budka		f.
918	budovati		v.tr. ipf.
1847	bųdųći		adj.
224	bųdųćnosť		f.sg.
1968	budynȯk		m.
22972	budžet		m.
36675	bufer obměna		m.
36674	bufer		m.
36676	buferna pamęť		f.
35103	bufet		m.
37054	Bug		m.sg.
24860	buhati		v.intr. ipf.
37365	buhhalter		m.anim.
37366	buhhalterka		f.
24863	buhnųti		v.intr. pf.
24864	buhta		f.
6722	bujno		adv.
6723	bujnosť		f.sg.
24867	bujny		adj.
2309	buk		m.
1325	buket		m.
37634	bukmekeŕsky		adj.
37897	Bukovina		f.
2486	bukva		f.
16755	bukvaľno		adv.
16754	bukvaľny		adj.
24871	bukvica		f.
4725	Bulgar, Bulgarin		m.anim.
1541	Bulgarija		f.sg.
17179	bulgarizacija		f.sg.
6729	Bulgarka		f.
2482	bulgaŕsky		adj.
37635	bulimija		f.
36095	bulj-bulj		intj.
37269	buljon		m.
24873	bulka		f.
35245	bulvar		m.
31762	bumerang		m.
32996	bunker		m.
35033	bunt		m.
6732	buntovati sę		v.refl. ipf.
226	buntovnik		m.anim.
1801	buriti		v.tr. ipf.
6736	burja větra		f.
2451	burja		f.
24876	burjan		m.
37856	burjatsky		adj.
6737	buŕlivy		adj.
24878	buŕny		adj.
37898	buržuazija		f.
37899	buržuazny		adj.
16745	butylka		f.
1821	by		particle
24886	byčėk		m.anim.
24885	byčji		adj.
1791	byk		m.anim.
24887	Byk		m.anim.
17180	bylina		f.
24889	bylina		f.
6743	byly		adj.
1498	bystro		adv.
3977	bystrosť		f.sg.
1762	bystry		adj.
24894	byt		m.sg.
35085	byti dȯlžėn		v.aux. ipf.
6750	Byti ili ne byti? To jest pytańje		phrase
10343	byti ostråžny		v.ipf.
17182	byti podobny		v.ipf.
23728	byti prěhlåđeny		v.ipf.
2449	byti prinuđeny		v.ipf.
4190	byti sȯglåsny		v.ipf.
593	byti	(jesm, jesi, jest, jesmo, jeste, sųt; byl; bųdų)	v.intr. ipf.
24896	byti	(jesm, jesi, jest, jesmo, jeste, sųt; byl; bųdų)	v.intr. ipf.
160	byťje		n.sg.
6753	bytosť		f.
14462	bytosť		f.
17183	byvati		v.intr. ipf.
24900	byvol		m.anim.
2993	byvši		adj.
33361	bzděti		v.intr. ipf.
33362	bzdnųti		v.intr. pf.
5758	caŕ		m.anim.
17187	carica		f.
17188	carica		f.
35835	Carigrad		m.sg.
35940	caŕsky		adj.
24903	caŕstvo		n.
24904	cědilo		n.
2374	cěditi		v.tr. ipf.
883	cegla		f.
19666	ceglina		f.
37636	Cejlon		m.
37175	celer		m.
2204	cěliti		v.intr. ipf.
421	cělj		m.
34996	ćelja		f.
36353	cěljeva grupa		f.
36358	cěljevy język		m.
37900	cěljny		adj.
4391	cělkom		adv.
3009	cělkovito		adv.
4143	cělkovity		adj.
36585	cělo čislo		n.
32747	cělo		adv.
34925	cělodėnny		adj.
34924	cělodnevny		adj.
19667	cělosť		f.sg.
6767	cělovańje		n.sg.
6769	cělovatelj		m.anim.
3010	cělovati		v.tr. ipf.
1027	cěly		adj.
3008	cement		m.
1568	cěna		f.
24918	cěniti		v.tr. ipf.
2281	cěnnosť		f.
1409	cěnny		adj.
23017	centigram		m.
23021	centilitr		m.
4422	centimetr		m.
1263	centr		m.
1706	centrala		f.
37287	centralizm		m.
37637	centralizovany		adj.
23223	centraľna nervna sistema		f.sg.
31748	Centraľny Komitet		m.
1727	centraľny		adj.
2194	centrizm		m.sg.
5296	cenzura		f.sg.
5297	cenzurovati		v.tr. ipf.
2193	cěp		m.
4649	cepelin		m.
36952	ceremonija		f.
35692	cěsaŕ		m.anim.
35693	cěsaŕstvo		n.
32252	Cetińje		n.sg.
24921	cěvka		f.
34775	cibulica		f.
1543	cibulja		f.
6784	cibuljevity		adj.
14486	cibuljevy		adj.
116	cicka		f.
6786	cicky		f.pl.
17210	cifra		f.
37216	cigan, ciganin		m.anim.
37220	ciganka		f.
35119	cigara		f.
460	cigareta		f.
32070	cikl		m.
32071	cikličny		adj.
36974	cilindr		m.
37515	cilindrovy		adj.
22628	cin		m.sg.
37349	ciničny		adj.
37348	cinik		m.anim.
37350	cinizm		m.
22624	cink		m.sg.
6265	cirk		m.
24924	cirkulacija		f.sg.
37901	cirkular		m.
37902	cirkularno piśmo		n.
24925	cirkulj		m.
36390	cirkumfleks		m.
4955	citat		m.
2999	citovati		v.tr. ipf.
36832	citra		f.
37252	citrus		m.
2998	civil		m.anim.
23527	civilizacija		f.
35749	civilizovany		adj.
1879	civiľny		adj.
32266	cmokati		v.intr. ipf.
35435	colj		m.
16928	cŕkȯv		f.
4386	cŕkȯvnoslovjańsky		adj.
35168	cŕkȯvny		adj.
1707	cŕkva		f.
22748	ćuđezemėc		m.anim.
25079	ćuđezemny		adj.
610	ćuđi		adj.
36629	ćuđi		adj.
3416	ćuđina		f.sg.
1182	ćuđinėc		m.anim.
6928	ćuđinka		f.
31965	cukina		f.
2243	cukr		m.sg.
37206	cukraŕ		m.anim.
37208	cukrarnja		f.
3838	cukrka		f.
38110	cukrnica		f.
6103	cunami		n.indecl.
37210	cvěćaŕ		m.anim.
6794	cvekla		f.
24929	cvěliti		v.intr. ipf.
24937	cvěsti	(cvěte)	v.intr. ipf.
1720	cvět		m.
14487	cvět		m.
8792	cvětati		v.intr. ipf.
8791	cvětėnj		m.
24933	cvěteńje		n.sg.
35014	cvětna kapusta		f.
8794	cvětnųti		v.intr. ipf.
22985	cvětny pyl		m.
24935	cvětny		adj.
8793	cvětųći		adj.
20852	cviliti		v.intr. ipf.
35090	cvŕčėk		m.anim.
33590	cvŕkati		v.intr. ipf.
33591	cvŕkot		m.
24939	čad		m.
24941	čaditi		v.intr. ipf.
1714	čaj		m.
6796	čajiljnja		f.
23472	čajka		f.
23473	čajka		f.
35626	čajna lȯžička		f.
36256	čajna vrěčka		f.
4792	čajnik		m.
36255	čajny paketik		m.
4883	čao!		intj.
2372	čaplja		f.
2212	čar		m.
4831	čaroděj		m.anim.
4830	čarodějnica		f.
16870	čarovati		v.intr. ipf.
6802	čarovnica		f.
6805	čarovnik		m.anim.
24953	čarovny		adj.
24954	čary		m.pl.
4270	čas		m.
1278	časina		f.
33334	časom		adv.
17190	časoměr		m.
17191	časopis		m.
21266	časoslov		m.
23639	časova zona		f.
17073	časovańje		n.sg.
37903	časovati		v.tr. ipf.
2165	časovnik		m.
37238	časovnikaŕ		m.anim.
23640	časovy pas		m.
29	časovy		adj.
1732	čaša		f.
24961	čaška		f.
35294	čat		m.
5921	čečeńsky		adj.
24964	čečetka		f.
2312	Čečnja		f.sg.
24942	čędo		n.
4730	Čeh		m.anim.
2991	Čehija		f.sg.
17193	čehoslovačsky		adj.
17194	Čehoslovakija		f.sg.
17195	čehoslovakizm		m.sg.
3497	ček		m.
23319	čekaljnja		f.
17196	čekańje		n.sg.
3003	čekati		v.intr. ipf.
23460	čelesta		f.
17197	čeličny		adj.
17198	čelik		m.sg.
24967	čeljaď		f.sg.
6820	čeljusť		f.
36026	čelka		f.
24969	čeľny		adj.
6821	čelo		n.
24971	čelo		n.
14491	čem		conj.
23459	čembalo		n.
24973	čemerica		f.
1705	čempion		m.anim.
2492	čempionat		m.
1194	čemu		adv.
4034	čemu-nebųď		adv.
1753	čep		m.
24975	čepėc		m.
6825	čerep		m.
2356	čerešnja		f.
24985	česalo		n.
2227	česati	(češe)	v.tr. ipf.
510	česnȯk		m.sg.
1730	čęsť mȯlvy		f.
37665	čęsť rěči		f.
24993	čęsť světa		f.
1731	čęsť		f.
3033	čėsť		f.
19669	čęstěje		adv.
6810	čęsti mȯlvy		f.pl.
6839	čęstica		f.
38045	čęstica		f.
6840	čęstično		adv.
37394	čęstičny		adj.
17202	čėstigodny		adj.
32531	čėstiljubivy		adj.
6842	čėstitati		v.tr. ipf./pf.
5944	čėstiti		v.tr. ipf.
4664	čęstka		f.
22981	čėstnosť		f.
1551	čėstny		adj.
137	čęsto		adv.
17208	čęstota		f.
2273	čęsty		adj.
36642	Češka		f.
2417	češsky		adj.
16454	četveraky		num.diff.
16427	četverčęta		n.pl.
16458	četverka		num.subst.
16441	četverny		num.mult.
16431	četvero		num.coll.
5275	četvŕt		m.
6853	četvŕtina		num.fract.
638	četvŕtȯk		m.
37476	četvŕty měsęc		m.
636	četvŕty		num.ord.
2856	četyri		num.card.
2857	četyridesęť, četyridesęti		num.card.
19668	četyridesęty		num.ord.
16448	četyrikråtno		adv.
1180	četyrinadsęť		num.card.
23682	četyrinadsęty		num.ord.
1022	četyrista, četyristo		num.card.
15269	četyrivųgȯľnik		m.
15268	četyrokųtnik		m.
6254	či		conj.
14495	či		particle
1179	čij	(čija, čije)	pron.poss.
19601	čijkoli		pron.poss.
14496	čij-libo		pron.poss.
190	čij-nebųď		pron.poss.
5759	Čile		n.indecl.
6867	Čilijėc		m.anim.
6868	Čilijka		f.
5760	čilijsky		adj.
25011	čim ... tym ...		adv.
17211	čim raněje		adv.
17212	čim skorěje		adv.
14497	čim		conj.
1594	čin		m.
37212	činčila		f.
6872	činitelj		m.
906	činiti		v.tr. ipf.
6876	činovnica		f.
584	činovnik		m.anim.
6880	čip		m.
6879	čips		m.
25014	čir		m.
33589	čir		m.
17214	čisliti		v.tr. ipf.
25015	čisľny		adj.
590	čislo		n.
17215	čislo		n.
17074	čislovnik		m.
37230	čistilišče		n.
25018	čistina		f.
4465	čistiti		v.tr. ipf.
37904	čistka		f.
25020	čistosť		f.sg.
25021	čistota		f.sg.
582	čisty		adj.
4366	čitaljnja		f.
4363	čitatelj		m.anim.
35827	čitateljnik		m.
6885	čitati		v.tr. ipf.
17216	čitkody		m.pl.
25026	čiž		m.anim.
14499	članȯk		m.
640	člen		m.anim.
25028	člen		m.
25029	člen		m.
32620	členistonogy	(-ogo)	m.anim.
599	čleństvo		n.
6261	člověčji		adj.
14500	člověčnosť		f.sg.
25031	člověčny		adj.
25032	člověčsky		adj.
600	člověčstvo		n.sg.
592	člověk		m.anim.
6894	člověkoljubėc		m.anim.
36604	člověkoljubivy		adj.
6893	člověkoljubje		n.sg.
6892	člověk-pavųk		m.anim.
601	čmelj		m.anim.
3499	čokolada		f.
25037	čȯln		m.
37190	čȯlnȯk		m.
2959	črěda		f.
25040	črěmha		f.
5299	črěp		m.
25045	črěvo		n.
4473	črěz	(+4)	prep.
23336	črězměrno		adv.
22983	črězměrnosť		f.sg.
22984	črězměrny		adj.
23508	črna dira		f.
1343	Črna Gora		f.sg.
32943	črna vdova		f.
25048	črněti		v.intr. ipf.
25049	črnica		f.
3695	črnilo		n.
25051	črniti		v.tr. ipf.
6908	Črno morje		n.sg.
25052	črnobylj		m.
14504	črnoględnica		f.
14505	črnoględnik		m.anim.
6027	črnoględnosť		f.sg.
6026	črnoględny		adj.
349	Črnogorjan, Črnogorjanin		m.anim.
348	črnogoŕsky		adj.
25053	črnota		f.
25054	črnuška		f.
37055	Črny Drin		m.sg.
520	črny		adj.
24978	črpak		m.
619	črpati	(črpe)	v.tr. ipf.
24981	črstvěti		v.intr. ipf.
24982	črstvy		adj.
24983	črt		m.anim.
696	črta		f.
4716	črta		f.
3569	črtati		v.tr. ipf.
25058	črtež		m.
38023	črtka		f.
24984	črtov		adj.
345	črv		m.anim.
25060	črvėc		m.anim.
19514	Črvena Armija		f.
33403	Črvena Kapučka		f.
6914	črvene fasolje		f.pl.
6915	črvenėc		m.anim.
25061	črveněti		v.intr. ipf.
6916	črvenica		f.
6830	črvėnj		m.
23662	črvenogrlka		f.
6919	črveny krvinȯk		m.
101	črveny		adj.
36530	črvilo		n.
25066	črvivy		adj.
2266	črvjak		m.anim.
25068	črvotočina		f.
17220	čtiti		v.tr. ipf.
34620	čto bolje		adv.
21268	čto sę tyče	(+2)	prep.
16762	čto vyše		adv.
19670	čto		pron.int.
19602	čtokoli		pron.indef.
14502	čto-libo		pron.indef.
1786	čto-nebųď		pron.indef.
25070	čub		m.
25071	čubaty		adj.
25072	čučati		v.intr. ipf.
4251	čudak		m.anim.
23677	čudesny		adj.
5044	čuditi sę		v.refl. ipf.
25073	čuditi		v.tr. ipf.
17231	čudno		adv.
17232	čudny		adj.
25074	čudny		adj.
1184	čudo	(čuda/čudese)	n.
25077	čudom		adv.
25078	čudotvorėc		m.anim.
19671	čudovistny		adj.
608	čudovišče		n.
36098	čuma		f.
611	čuti		v.tr. ipf.
6931	čuťje		n.
6933	čuťje		n.
6934	čutlivo		adv.
4165	čutlivosť		f.sg.
4164	čutlivy		adj.
25083	čutny		adj.
17223	čuvańje		n.sg.
17224	čuvańje		n.sg.
36570	Čuvašija		f.sg.
4909	čuvašsky		adj.
17228	čuvati sę		v.refl. ipf.
17226	čuvati		v.intr. ipf.
17227	čuvati		v.intr. ipf.
6938	čuvstvėno		adv.
6939	čuvstvėny		adj.
2896	čuvstvo		n.
12869	da by		conj.
2371	da		intj.
17233	da		conj.
17234	da		particle
25087	dača		f.
25088	dadaizm		m.sg.
25090	dagerotipija		f.
3031	Dagestan		m.sg.
6945	dakle		adv.
25092	daktylologija		f.sg.
25093	daktyloskopija		f.sg.
5219	daleko		adv.
35228	dalekoględ		m.
17236	dalekoskok		m.
6950	Daleky Iztok		m.sg.
4758	Daleky Vȯzhod		m.sg.
612	daleky		adj.
25098	daleměr		m.
3566	dalj		m.
1177	dalje		adv.
25102	daljnji, daljny		adj.
3032	daljši		adj.comp.
35907	Dalmatija		f.sg.
35908	dalmatińsky		adj.
25103	daltonist		m.anim.
25104	daltonizm		m.sg.
17237	dama		f.
25105	dama		f.
25106	dama		f.
34966	damast		m.
38104	damsky		adj.
3548	dane	(danyh)	m.pl.
1178	Danija		f.sg.
5063	danina		f.
25111	danj		f.
25112	dannik		m.anim.
14509	danȯk		m.
25113	dansing		m.
4427	dańsky		adj.
5697	dany		adj.
36467	daoizm		m.
4520	dar krve		m.
6960	dar		m.
17240	dar		m.
4521	daritelj krve		m.anim.
4325	daritelj		m.anim.
4324	dariti		v.tr. ipf.
17241	dariti		v.tr. ipf.
25122	darmojed		m.anim.
36842	darmovo		adv.
25123	darmovy		adj.
6966	darovańje krve		n.
6965	darovańje		n.
6970	darovati		v.tr. ipf.
17242	darovati		v.tr. ipf.
17243	darovity		adj.
25127	darvinist		m.anim.
25128	darvinizm		m.sg.
1967	data		f.
1966	dateljnik, dateljny padež		m.
6973	dati råbotų	(da)	v.pf.
22987	dati zajėm	(da)	v.pf.
664	dati	(da)	v.tr. pf.
16930	dativ		m.
25133	datovati		v.tr. ipf./pf.
36072	datulja		f.
15276	daunlodovańje		n.sg.
15278	daunlodovati		v.tr. ipf.
25134	davač		m.anim.
6979	davati råbotų		v.ipf.
22986	davati zajėm		v.ipf.
2898	davati		v.tr. ipf.
25136	davėc		m.anim.
25137	daviti		v.tr. ipf.
25139	davno		adv.
2861	davny		adj.
1982	daže		adv.
2623	dbati		v.intr. ipf.
37878	deaktivacija		f.
37879	deaktivovati		v.tr. ipf./pf.
1236	debata		f.
25144	debatovati		v.intr. ipf.
25146	debelěti		v.intr. ipf.
25147	debely		adj.
25148	debet		m.
37266	debil		m.anim.
38151	debiľnosť		f.sg.
25150	debjut		m.
25151	debjutant		m.anim.
25152	debjutovati		v.intr. ipf./pf.
25153	deblokovati		v.intr. ipf./pf.
25155	decembr		m.sg.
25158	Děd Mråz		m.anim.
1436	děd		m.anim.
7068	dědȯk		m.anim.
25161	dědov		adj.
25162	dedukcija		f.
25163	deduktivny		adj.
25164	defekt		m.
37638	defektolog		m.anim.
37639	defektoskopija		f.
2907	defenestracija		f.sg.
25165	deficit		m.
2624	definicija		f.
4956	definiovati		v.tr. ipf.
23693	definitivno		adv.
23692	definitivny		adj.
288	defis		m.
15281	defisovańje		n.sg.
15282	defisovany		adj.
15280	defisovati		v.tr. ipf.
289	deformovati		v.tr. ipf.
37640	degeneracija		f.
25167	degenerat		m.anim.
25168	degenerativny		adj.
25169	degenerovati		v.intr. ipf./pf.
25170	degȯť	(degťa)	m.
25171	degradacija		f.
25172	degradovati		v.tr. ipf./pf.
25173	degustacija		f.
25175	degustovati		v.tr. ipf./pf.
25089	dęgylj		m.
6986	dějajųći premier-ministr		m.anim.
36057	dějańja apostolov		n.pl.
6987	dějańja		n.pl.
6988	dějańje		n.
38070	dějatelj		m.anim.
38071	dějateljka		f.
6990	dějateljnosť		f.sg.
6992	dějati sę	(děje)	v.refl. ipf.
6991	dějati	(děje)	v.tr. ipf.
37641	dekabrist		m.anim.
33034	dekadent		m.anim.
33035	dekadentsky		adj.
33036	dekadentstvo		n.sg.
751	dekembr		m.
35941	deklamovati		v.tr. ipf./pf.
216	deklaracija		f.
37642	deklarovańje		n.
37880	dekodovati		v.tr. ipf./pf.
35906	dekolonizacija		f.sg.
36123	dekolt		m.
37643	dekompozicija		f.
23170	dekoracija		f.
37644	dekorovańje		n.
296	dękovati	(+3)	v.intr. ipf.
3175	dekret		m.
4884	dękujų		intj.
4899	dękujųći	(+3)	prep.
2612	děl		m.
2613	děl		m.
3771	děl		m.
211	dělati		v.tr. ipf.
25182	dělba		f.
35170	delegacija		f.
35171	delegat		m.anim.
20361	delfin		m.anim.
25184	delfińji		adj.
25185	delikatno		adv.
25186	delikatnosť		f.sg.
19672	delikatny		adj.
15694	delikt		m.
19673	deliričny		adj.
36012	děliti sę		v.refl. ipf.
1754	děliti		v.tr. ipf.
3545	děljeńje		n.
2616	dělo	(děla/dělese)	n.
17246	dělo	(děla/dělese)	n.
35514	dělo		n.
37018	deltaplan		m.
38032	demagog		m.anim.
38033	demagogičny		adj.
38034	demagogija		f.sg.
699	deminutiv		m.
760	demisija		f.
38064	demobilizacija		f.
35279	demografičny		adj.
35280	demografija		f.sg.
37441	demografija		f.
2878	demokracija		f.
2621	demokrat		m.anim.
37645	demokratičnosť		f.
2622	demokratičny		adj.
38031	demokratizacija		f.
37646	demokratizm		m.
37647	demonizm		m.
772	demonstracija		f.
623	demonstrativny		adj.
